17129.121	,	17129.121	,	17129.121	,	20921.981	,	20921.981	,	20921.981	,	20921.981	,	20921.981	,	24511.594	,	24511.594	,	24511.594	,	20921.981	,	20921.981	,	20921.981	,	20921.981	,	20921.981	,	20921.981	,	24511.594	,	24511.594	,	24511.594	,	20921.981	,	20921.981	,	17129.121	,	17129.121
17130.121	,	17130.121	,	17130.121	,	20922.981	,	20922.981	,	20922.981	,	20922.981	,	20922.981	,	24512.594	,	24512.594	,	24512.594	,	20922.981	,	20922.981	,	20922.981	,	20922.981	,	20922.981	,	20922.981	,	24512.594	,	24512.594	,	24512.594	,	20922.981	,	20922.981	,	17130.121	,	17130.121
17131.121	,	17131.121	,	17131.121	,	20923.981	,	20923.981	,	20923.981	,	20923.981	,	20923.981	,	24513.594	,	24513.594	,	24513.594	,	20923.981	,	20923.981	,	20923.981	,	20923.981	,	20923.981	,	20923.981	,	24513.594	,	24513.594	,	24513.594	,	20923.981	,	20923.981	,	17131.121	,	17131.121
17132.121	,	17132.121	,	17132.121	,	20924.981	,	20924.981	,	20924.981	,	20924.981	,	20924.981	,	24514.594	,	24514.594	,	24514.594	,	20924.981	,	20924.981	,	20924.981	,	20924.981	,	20924.981	,	20924.981	,	24514.594	,	24514.594	,	24514.594	,	20924.981	,	20924.981	,	17132.121	,	17132.121
17133.121	,	17133.121	,	17133.121	,	20925.981	,	20925.981	,	20925.981	,	20925.981	,	20925.981	,	24515.594	,	24515.594	,	24515.594	,	20925.981	,	20925.981	,	20925.981	,	20925.981	,	20925.981	,	20925.981	,	24515.594	,	24515.594	,	24515.594	,	20925.981	,	20925.981	,	17133.121	,	17133.121
17134.121	,	17134.121	,	17134.121	,	20926.981	,	20926.981	,	20926.981	,	20926.981	,	20926.981	,	24516.594	,	24516.594	,	24516.594	,	20926.981	,	20926.981	,	20926.981	,	20926.981	,	20926.981	,	20926.981	,	24516.594	,	24516.594	,	24516.594	,	20926.981	,	20926.981	,	17134.121	,	17134.121
17135.121	,	17135.121	,	17135.121	,	20927.981	,	20927.981	,	20927.981	,	20927.981	,	20927.981	,	24517.594	,	24517.594	,	24517.594	,	20927.981	,	20927.981	,	20927.981	,	20927.981	,	20927.981	,	20927.981	,	24517.594	,	24517.594	,	24517.594	,	20927.981	,	20927.981	,	17135.121	,	17135.121
17136.121	,	17136.121	,	17136.121	,	20928.981	,	20928.981	,	20928.981	,	20928.981	,	20928.981	,	24518.594	,	24518.594	,	24518.594	,	20928.981	,	20928.981	,	20928.981	,	20928.981	,	20928.981	,	20928.981	,	24518.594	,	24518.594	,	24518.594	,	20928.981	,	20928.981	,	17136.121	,	17136.121
17137.121	,	17137.121	,	17137.121	,	20929.981	,	20929.981	,	20929.981	,	20929.981	,	20929.981	,	24519.594	,	24519.594	,	24519.594	,	20929.981	,	20929.981	,	20929.981	,	20929.981	,	20929.981	,	20929.981	,	24519.594	,	24519.594	,	24519.594	,	20929.981	,	20929.981	,	17137.121	,	17137.121
17138.121	,	17138.121	,	17138.121	,	20930.981	,	20930.981	,	20930.981	,	20930.981	,	20930.981	,	24520.594	,	24520.594	,	24520.594	,	20930.981	,	20930.981	,	20930.981	,	20930.981	,	20930.981	,	20930.981	,	24520.594	,	24520.594	,	24520.594	,	20930.981	,	20930.981	,	17138.121	,	17138.121
17139.121	,	17139.121	,	17139.121	,	20931.981	,	20931.981	,	20931.981	,	20931.981	,	20931.981	,	24521.594	,	24521.594	,	24521.594	,	20931.981	,	20931.981	,	20931.981	,	20931.981	,	20931.981	,	20931.981	,	24521.594	,	24521.594	,	24521.594	,	20931.981	,	20931.981	,	17139.121	,	17139.121
17140.121	,	17140.121	,	17140.121	,	20932.981	,	20932.981	,	20932.981	,	20932.981	,	20932.981	,	24522.594	,	24522.594	,	24522.594	,	20932.981	,	20932.981	,	20932.981	,	20932.981	,	20932.981	,	20932.981	,	24522.594	,	24522.594	,	24522.594	,	20932.981	,	20932.981	,	17140.121	,	17140.121
17141.121	,	17141.121	,	17141.121	,	20933.981	,	20933.981	,	20933.981	,	20933.981	,	20933.981	,	24523.594	,	24523.594	,	24523.594	,	20933.981	,	20933.981	,	20933.981	,	20933.981	,	20933.981	,	20933.981	,	24523.594	,	24523.594	,	24523.594	,	20933.981	,	20933.981	,	17141.121	,	17141.121
17142.121	,	17142.121	,	17142.121	,	20934.981	,	20934.981	,	20934.981	,	20934.981	,	20934.981	,	24524.594	,	24524.594	,	24524.594	,	20934.981	,	20934.981	,	20934.981	,	20934.981	,	20934.981	,	20934.981	,	24524.594	,	24524.594	,	24524.594	,	20934.981	,	20934.981	,	17142.121	,	17142.121
17143.121	,	17143.121	,	17143.121	,	20935.981	,	20935.981	,	20935.981	,	20935.981	,	20935.981	,	24525.594	,	24525.594	,	24525.594	,	20935.981	,	20935.981	,	20935.981	,	20935.981	,	20935.981	,	20935.981	,	24525.594	,	24525.594	,	24525.594	,	20935.981	,	20935.981	,	17143.121	,	17143.121
17144.121	,	17144.121	,	17144.121	,	20936.981	,	20936.981	,	20936.981	,	20936.981	,	20936.981	,	24526.594	,	24526.594	,	24526.594	,	20936.981	,	20936.981	,	20936.981	,	20936.981	,	20936.981	,	20936.981	,	24526.594	,	24526.594	,	24526.594	,	20936.981	,	20936.981	,	17144.121	,	17144.121
17145.121	,	17145.121	,	17145.121	,	20937.981	,	20937.981	,	20937.981	,	20937.981	,	20937.981	,	24527.594	,	24527.594	,	24527.594	,	20937.981	,	20937.981	,	20937.981	,	20937.981	,	20937.981	,	20937.981	,	24527.594	,	24527.594	,	24527.594	,	20937.981	,	20937.981	,	17145.121	,	17145.121
17146.121	,	17146.121	,	17146.121	,	20938.981	,	20938.981	,	20938.981	,	20938.981	,	20938.981	,	24528.594	,	24528.594	,	24528.594	,	20938.981	,	20938.981	,	20938.981	,	20938.981	,	20938.981	,	20938.981	,	24528.594	,	24528.594	,	24528.594	,	20938.981	,	20938.981	,	17146.121	,	17146.121
17147.121	,	17147.121	,	17147.121	,	20939.981	,	20939.981	,	20939.981	,	20939.981	,	20939.981	,	24529.594	,	24529.594	,	24529.594	,	20939.981	,	20939.981	,	20939.981	,	20939.981	,	20939.981	,	20939.981	,	24529.594	,	24529.594	,	24529.594	,	20939.981	,	20939.981	,	17147.121	,	17147.121
17148.121	,	17148.121	,	17148.121	,	20940.981	,	20940.981	,	20940.981	,	20940.981	,	20940.981	,	24530.594	,	24530.594	,	24530.594	,	20940.981	,	20940.981	,	20940.981	,	20940.981	,	20940.981	,	20940.981	,	24530.594	,	24530.594	,	24530.594	,	20940.981	,	20940.981	,	17148.121	,	17148.121
17149.121	,	17149.121	,	17149.121	,	20941.981	,	20941.981	,	20941.981	,	20941.981	,	20941.981	,	24531.594	,	24531.594	,	24531.594	,	20941.981	,	20941.981	,	20941.981	,	20941.981	,	20941.981	,	20941.981	,	24531.594	,	24531.594	,	24531.594	,	20941.981	,	20941.981	,	17149.121	,	17149.121
17150.121	,	17150.121	,	17150.121	,	20942.981	,	20942.981	,	20942.981	,	20942.981	,	20942.981	,	24532.594	,	24532.594	,	24532.594	,	20942.981	,	20942.981	,	20942.981	,	20942.981	,	20942.981	,	20942.981	,	24532.594	,	24532.594	,	24532.594	,	20942.981	,	20942.981	,	17150.121	,	17150.121
17151.121	,	17151.121	,	17151.121	,	20943.981	,	20943.981	,	20943.981	,	20943.981	,	20943.981	,	24533.594	,	24533.594	,	24533.594	,	20943.981	,	20943.981	,	20943.981	,	20943.981	,	20943.981	,	20943.981	,	24533.594	,	24533.594	,	24533.594	,	20943.981	,	20943.981	,	17151.121	,	17151.121
17152.121	,	17152.121	,	17152.121	,	20944.981	,	20944.981	,	20944.981	,	20944.981	,	20944.981	,	24534.594	,	24534.594	,	24534.594	,	20944.981	,	20944.981	,	20944.981	,	20944.981	,	20944.981	,	20944.981	,	24534.594	,	24534.594	,	24534.594	,	20944.981	,	20944.981	,	17152.121	,	17152.121
17153.121	,	17153.121	,	17153.121	,	20945.981	,	20945.981	,	20945.981	,	20945.981	,	20945.981	,	24535.594	,	24535.594	,	24535.594	,	20945.981	,	20945.981	,	20945.981	,	20945.981	,	20945.981	,	20945.981	,	24535.594	,	24535.594	,	24535.594	,	20945.981	,	20945.981	,	17153.121	,	17153.121
17154.121	,	17154.121	,	17154.121	,	20946.981	,	20946.981	,	20946.981	,	20946.981	,	20946.981	,	24536.594	,	24536.594	,	24536.594	,	20946.981	,	20946.981	,	20946.981	,	20946.981	,	20946.981	,	20946.981	,	24536.594	,	24536.594	,	24536.594	,	20946.981	,	20946.981	,	17154.121	,	17154.121
17155.121	,	17155.121	,	17155.121	,	20947.981	,	20947.981	,	20947.981	,	20947.981	,	20947.981	,	24537.594	,	24537.594	,	24537.594	,	20947.981	,	20947.981	,	20947.981	,	20947.981	,	20947.981	,	20947.981	,	24537.594	,	24537.594	,	24537.594	,	20947.981	,	20947.981	,	17155.121	,	17155.121
17156.121	,	17156.121	,	17156.121	,	20948.981	,	20948.981	,	20948.981	,	20948.981	,	20948.981	,	24538.594	,	24538.594	,	24538.594	,	20948.981	,	20948.981	,	20948.981	,	20948.981	,	20948.981	,	20948.981	,	24538.594	,	24538.594	,	24538.594	,	20948.981	,	20948.981	,	17156.121	,	17156.121
